견종,세부견종,색상,출생연도,나이,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소,final_견종,final_나이,final_체중,final_성별,final_중성화 여부,final_입양여부
푸들,푸들,Beige,2017.01,5.1,6.0,http://www.animal.go.kr/files/shelter/2022/02/202202191802656.jpg,Y,F,U,"한 갈색이나 귀만 진한 갈색이며 동그란 눈, 좌측 눈 피부병이 있어, 짖을때 쉰 소리가 남",경기도 화성시,1,5,6,1.0,2,Y
믹스,믹스,White,2021.01,1.5,10.0,http://www.animal.go.kr/files/shelter/2022/06/202207061407939.jpg,Y,F,N,까칠한 성격이 매력인 강아지,경상남도 사천시,0,1,10,1.0,1,Y
믹스,믹스,"Black, White",2022.01,1.1,2.5,http://www.animal.go.kr/files/shelter/2023/01/202302211402242.jpg,Y,F,N,,광주광역시 북구,0,1,2,1.0,1,Y
믹스,믹스,Black,2021.01,0.6,1.0,http://www.animal.go.kr/files/shelter/2021/07/202107251307367.jpg,Y,M,N,아주 어린 강아지,경상남도 밀양시,0,0,1,0.0,1,Y
믹스,믹스,Black,2021.01,1.8,15.0,http://www.animal.go.kr/files/shelter/2022/09/202210051410759.jpg,Y,M,N,2 마리 돌아다님,전라남도 나주시,0,1,15,0.0,1,Y
믹스,믹스,"Brown, White",2020.01,1.8,12.0,http://www.animal.go.kr/files/shelter/2021/10/202110051110455.jpg,Y,F,N,985 141003244500,경기도 평택시,0,1,12,1.0,1,Y
라브라도리트리버,라브라도리트리버,Black,2018.01,3.1,15.1,http://www.animal.go.kr/files/shelter/2020/11/202102041502740.jpg,Y,F,N,순함,경상남도 하동군,1,3,15,1.0,1,Y
푸들,푸들,Brown,2019.01,2.6,4.0,http://www.animal.go.kr/files/shelter/2021/07/202108021008492.jpg,Y,M,N,,대구광역시 동구,1,2,4,0.0,1,Y
믹스,믹스,Ivory,2021.01,0.6,2.6,http://www.animal.go.kr/files/shelter/2021/08/202108211908315.jpg,Y,F,N,"사람을 좋아하며, 매우온순함",경기도 여주시,0,0,3,1.0,1,Y
믹스,믹스,"Beige, Ivory",2015.01,8.2,15.0,http://www.animal.go.kr/files/shelter/2023/03/20230401160476.jpg,Y,M,N,"목테착용, 견주락됨",경상북도 포항시,0,8,15,0.0,1,Y
믹스,믹스,White,2021.01,0.6,1.1,http://www.animal.go.kr/files/shelter/2021/07/20210728140757.jpg,Y,M,N,21-376의 자견,충청북도 청주시,0,0,1,0.0,1,Y
믹스,믹스,White,2022.01,0.8,2.0,http://www.animal.go.kr/files/shelter/2022/11/202211031411890[1].jpg,Y,F,N,애기,경기도 하남시,0,0,2,1.0,1,Y
믹스,믹스,White,2020.01,2.5,9.0,http://www.animal.go.kr/files/shelter/2022/07/202207161507853.jpg,Y,F,U,,경기도 고양시,0,2,9,1.0,2,Y
시바,시바,"Black, Brown",2019.01,2.5,9.8,http://www.animal.go.kr/files/shelter/2021/07/202107121607775.jpg,Y,M,N,순함,부산광역시 해운대구,1,2,10,0.0,1,Y
믹스,믹스,White,2018.01,5.3,10.0,http://www.animal.go.kr/files/shelter/2023/04/202304271704589.jpg,Y,M,U,사람을 잘따름,전라남도 해남군,0,5,10,0.0,2,Y
믹스,믹스,"Black, White",2015.01,6.1,3.8,http://www.animal.go.kr/files/shelter/2021/01/202101231601954.jpg,Y,F,U,검정흰색,경상남도 양산시,0,6,4,1.0,2,Y
믹스,믹스,White,2021.01,2.8,5.98,http://www.animal.go.kr/files/shelter/2023/07/20231005091085.jpeg,Y,F,N,노랑색 목줄 순함,경상북도 상주시,0,2,6,1.0,1,Y
포메라니안,포메라니안,Brown,2019.01,4.3,3.5,http://www.animal.go.kr/files/shelter/2023/04/202304241504834.jpg,Y,F,U,"보라색 원피스 입고있음, 순하고 통통함, 미용된 상태",충청북도 청주시,1,4,4,1.0,2,Y
믹스,믹스,Brown,2022.01,0.8,3.0,http://www.animal.go.kr/files/shelter/2022/09/20221004171024.jpg,Y,M,N,"식욕부진, 자견",경기도 오산시,0,0,3,0.0,1,Y
믹스,믹스,"Brown, White",2023.01,0.8,0.4,http://www.animal.go.kr/files/shelter/2023/07/202310211410338.jpg,Y,F,N,스피츠믹스개이며 작고순하며이쁘게생겼음,전라북도 익산시,0,0,0,1.0,1,Y
푸들,푸들,White,2020.01,1.5,5.5,http://www.animal.go.kr/files/shelter/2021/07/202107120907225.jpg,Y,M,N,"동구64, 미용되어 있음, 목줄 하고 있음",부산광역시 강서구,1,1,6,0.0,1,Y
믹스,믹스,Black,2021.01,0.3,6.0,http://www.animal.go.kr/files/shelter/2021/04/202104211504297.jpg,Y,F,N,"빨간목줄 착용, 사람 너무 좋아함, 돌아다니는 친구들 중 첫번째",경상남도 창원시,0,0,6,1.0,1,Y
시바,시바,"Brown, White",2020.01,2.7,10.0,http://www.animal.go.kr/files/shelter/2022/09/202209271509411[1].jpg,Y,M,Y,"코검정, 빨간바탕흰색줄목줄착용, 사람좋아함, 친화적",경기도 양주시,1,2,10,0.0,0,Y
보스턴테리어,보스턴테리어,"Black, White",2021.01,2.5,11.0,http://www.animal.go.kr/files/shelter/2023/05/202307101407551.jpg,Y,F,U,"순함, 등 쪽에 갈색 털 섞임",경기도 안산시,1,2,11,1.0,2,Y
프렌치불독,프렌치불독,Brown,2021.01,2.2,9.0,http://www.animal.go.kr/files/shelter/2023/03/202303242203315.jpg,Y,F,N,순하고 사람에게잘따름,전라북도 익산시,1,2,9,1.0,1,Y
치와와,치와와,Black,2014.01,7.9,3.0,http://www.animal.go.kr/files/shelter/2021/11/20211122161186.jpeg,Y,F,N,좌측무릎관절부상,충청북도 옥천군,1,7,3,1.0,1,Y
믹스,믹스,Brown,2021.01,2.3,14.0,http://www.animal.go.kr/files/shelter/2023/04/202304211704408.jpg,Y,M,U,목태,대전광역시 유성구,0,2,14,0.0,2,Y
믹스,믹스,"Brown, White",2023.01,0.2,3.0,http://www.animal.go.kr/files/shelter/2023/03/202303201003358.jpg,Y,F,U,갈흰동일장소 4두입소,부산광역시 강서구,0,0,3,1.0,2,Y
믹스,믹스,"Brown, White",2021.01,0.4,3.0,http://www.animal.go.kr/files/shelter/2021/05/202106042306877.jpg,Y,M,N,순하고이쁘게생겼음,전라북도 익산시,0,0,3,0.0,1,Y
믹스,믹스,"Black, Brown",2021.01,2.2,14.2,http://www.animal.go.kr/files/shelter/2023/01/202303021103609.jpg,Y,M,N,"기립불가, 사람을 많이 무서워함, 나이는 상세 확인 불가함 외형상소견임",울산광역시 울주군,0,2,14,0.0,1,Y
말티즈,말티즈,White,2018.01,4.4,5.6,http://www.animal.go.kr/files/shelter/2022/05/202205261505649.jpg,Y,M,Y,"진드기 심함SFTS PCR 검사, 결막염치료",서울특별시 강동구,1,4,6,0.0,0,Y
믹스,믹스,White,2018.01,3.0,14.8,http://www.animal.go.kr/files/shelter/2020/11/202012291112530.jpg,Y,F,N,"3마리새끼 어미, 겁많음, 착함",인천광역시 서구,0,3,15,1.0,1,Y
스탠다드푸들,스탠다드푸들,Black,2018.01,4.2,6.5,http://www.animal.go.kr/files/shelter/2022/03/202203231203113.jpg,Y,M,N,"사람을 잘따름, 애교가 많음",강원도 원주시,1,4,6,0.0,1,Y
포메라니안,포메라니안,White,2018.01,4.1,3.0,http://www.animal.go.kr/files/shelter/2022/01/20220211170284.jpg,Y,M,N,"왼쪽뒷다리절음, 혀내밈, 잠복고환",경기도 안산시,1,4,3,0.0,1,Y
믹스,믹스,Brown,2022.01,1.3,4.0,http://www.animal.go.kr/files/shelter/2023/05/202305081605526.png,Y,F,N,온순함,강원도 영월군,0,1,4,1.0,1,Y
믹스,믹스,White,2018.01,3.5,17.0,http://www.animal.go.kr/files/shelter/2021/07/202107141307869.jpg,Y,M,U,"빨간색 목줄착용, 순함",부산광역시 해운대구,0,3,17,0.0,2,Y
푸들,푸들,Brown,2017.01,5.5,3.24,http://www.animal.go.kr/files/shelter/2022/06/202207021607775.jpg,Y,F,Y,털 많이 엉킨 상태,서울특별시 용산구,1,5,3,1.0,0,Y
믹스,믹스,White,2020.01,1.0,10.0,http://www.animal.go.kr/files/shelter/2021/05/202105131905940.jpg,Y,F,N,"부제리 무지개 못에서 구조, 5월 사진 갱신",경상북도 경산시,0,1,10,1.0,1,Y
믹스,믹스,"Beige, Black, White",2021.01,0.3,0.8,http://www.animal.go.kr/files/shelter/2021/04/202104221504147[2].jpg,Y,M,N,"6남매, 엄마5키로, 하얀 눈밭 같 정수리에 갈색점무늬가 웃음나오게 귀여움, 색이독특하여 실물미남",경상북도 포항시,0,0,1,0.0,1,Y
믹스,믹스,"Black, White",2020.01,2.0,8.0,http://www.animal.go.kr/files/shelter/2021/12/202112291012270.jpeg,Y,M,N,온순함,경상남도 남해군,0,2,8,0.0,1,Y
믹스,믹스,Ivory,2021.01,0.6,1.23,http://www.animal.go.kr/files/shelter/2021/08/202108051408469.jpg,Y,F,N,사람을 잘 따르고 귀여움,경기도 파주시,0,0,1,1.0,1,Y
말티즈,말티즈,White,2020.01,2.3,3.8,http://www.animal.go.kr/files/shelter/2022/04/202204142104549.jpg,Y,F,U,미용한상태,서울특별시 동작구,1,2,4,1.0,2,Y
비숑프리제,비숑프리제,White,2018.01,3.3,5.8,http://www.animal.go.kr/files/shelter/2021/03/20210405150468.png,Y,M,Y,순하고예쁨,인천광역시 부평구,1,3,6,0.0,0,Y
믹스,믹스,Beige,2022.01,0.2,2.0,http://www.animal.go.kr/files/shelter/2022/03/202203111603119[1].jpg,Y,F,N,순하다,전라북도 김제시,0,0,2,1.0,1,Y
푸들,푸들,"Beige, Brown",2020.01,1.4,4.0,http://www.animal.go.kr/files/shelter/2021/05/202105241305615.jpg,Y,M,Y,옷과 하네스착용 미용됨 순함,경상북도 안동시,1,1,4,0.0,0,Y
믹스,믹스,White,2022.01,0.9,12.0,http://www.animal.go.kr/files/shelter/2022/11/202211281311297.jpg,Y,F,N,"외모처럼 순둥순둥한 성격을 가진 귀여운 믹스견, 구조당시 목줄착용",경상북도 경주시,0,0,12,1.0,1,Y
말티즈,말티즈,White,2013.01,8.2,3.8,http://www.animal.go.kr/files/shelter/2020/11/202103081103489.jpeg,Y,F,N,"배꼽탈장, 전구치 소실",경기도 수원시,1,8,4,1.0,1,Y
믹스,믹스,Brown,2018.01,3.2,3.7,http://www.animal.go.kr/files/shelter/2020/11/202103041903701.jpg,Y,F,N,겁이 많음,경기도 여주시,0,3,4,1.0,1,Y
믹스,믹스,"Black, White",2019.01,2.3,20.0,http://www.animal.go.kr/files/shelter/2021/04/202104301504555.jpg,Y,F,U,목줄없이차길돌아다님 달마시안믹스 성격좋음,경상북도 칠곡군,0,2,20,1.0,2,Y
믹스,믹스,Brown,2019.01,3.5,13.0,http://www.animal.go.kr/files/shelter/2022/04/202206301106304.jpg,Y,M,N,,경기도 고양시,0,3,13,0.0,1,Y
시바,시바,"Black, White",2020.01,1.6,9.0,http://www.animal.go.kr/files/shelter/2021/08/202108152108307.jpg,Y,M,U,"겁많음, 입질함, 경계가 심함",전라남도 무안군,1,1,9,0.0,2,Y
웰시코기펨브로크,웰시코기펨브로크,"Brown, White",2018.01,3.8,10.4,http://www.animal.go.kr/files/shelter/2021/10/202110311710152.jpg,Y,M,N,"인근 아파트 울타리에 묶여있는 상황에서 구조, 노랑색 하네스와 목줄 착용",경상북도 경산시,1,3,10,0.0,1,Y
믹스,믹스,White,2017.01,5.7,5.0,http://www.animal.go.kr/files/shelter/2022/08/20220829110871.jpg,Y,M,N,"귀갈색, 순함",인천광역시 계양구,0,5,5,0.0,1,Y
포메라니안,포메라니안,Brown,2016.01,7.0,3.6,http://www.animal.go.kr/files/shelter/2022/12/202301091701347.jpg,Y,M,Y,등에 탈모,전라북도 전주시,1,7,4,0.0,0,Y
믹스,믹스,"Black, Brown, Ivory",2021.01,0.4,1.7,http://www.animal.go.kr/files/shelter/2021/05/202105251105485[1].jpg,Y,F,N,"시고르자브종, 호기심도 많고 실물이 더 이뻐요!공고중 입양가능→어린개체라 입양보냈음",경상남도 창원시,0,0,2,1.0,1,Y
믹스,믹스,White,2020.01,2.8,11.5,http://www.animal.go.kr/files/shelter/2022/10/202211011511559.jpg,Y,F,U,"귀쫑긋, 코색, 주둥이끝검정, 얌전, 사람잘따름, 몸떪, 녹색바탕노란줄목걸이, 부정교합",경기도 양주시,0,2,12,1.0,2,Y
골든리트리버,골든리트리버,Brown,2018.01,5.5,28.0,http://www.animal.go.kr/files/shelter/2023/05/202307151207757.jpg,Y,M,N,내장칩 있음,경기도 남양주시,1,5,28,0.0,1,Y
믹스,믹스,"Brown, White",2021.01,0.6,8.2,http://www.animal.go.kr/files/shelter/2021/08/202108221108441.jpg,Y,M,N,순함,경상남도 진주시,0,0,8,0.0,1,Y
진도,진도,Beige,2018.01,3.1,15.0,http://www.animal.go.kr/files/shelter/2021/01/202102032002339.jpg,Y,M,U,"빨간색목줄착용, 단미",경기도 고양시,1,3,15,0.0,2,Y
믹스,믹스,"Beige, White",2019.01,2.0,5.0,http://www.animal.go.kr/files/shelter/2021/01/202101110901422.jpg,Y,M,U,,대전광역시 유성구,0,2,5,0.0,2,Y
시바,시바,"Black, Brown",2021.01,1.8,4.3,http://www.animal.go.kr/files/shelter/2022/09/202210141510732.jpg,Y,M,N,"귀쫑긋, 눈썹밝갈색, 얼굴만지는거싫어함, 노란방울달린목줄빨간하네스, 송곳니짧음, 꼬리단미안됨",경기도 양주시,1,1,4,0.0,1,Y
진도,진도,White,2019.01,3.4,15.0,http://www.animal.go.kr/files/shelter/2022/04/202205092005491.jpg,Y,M,N,미용되어있음,대구광역시 수성구,1,3,15,0.0,1,Y
믹스,믹스,"Black, White",2023.01,0.7,3.8,http://www.animal.go.kr/files/shelter/2023/07/202309150909122.jpeg,Y,M,N,,제주특별자치도 제주시,0,0,4,0.0,1,Y
말티즈,말티즈,White,2015.01,8.3,4.2,http://www.animal.go.kr/files/shelter/2023/04/202304181004478.jpg,Y,F,U,"코검정갈색, 사람좋아함, 활발, 낑낑댐, 꼬리단미안됨, 털상태",경기도 양주시,1,8,4,1.0,2,Y
