견종,세부견종,색상,출생연도,나이,체중,썸네일,입양여부,성별,중성화 여부,특징,보호장소,GPT_특성
믹스,믹스,Beige,2023.01,0.2,5.8,http://www.animal.go.kr/files/shelter/2023/03/202303141503894[1].jpg,N,F,U,"녹색바탕노란줄목줄, 주황색로프줄, 겁많음, 짖음심함, 막상만지면온순함, 꼬리말림, 꼬리단미안됨, 털상태",경기도 양주시,"짖음, 온순, 꼬리단미X, 꼬리말림, 겁O"
믹스,믹스,"Beige, White",2023.01,0.2,5.8,http://www.animal.go.kr/files/shelter/2023/01/202303091503223.jpg,N,F,U,"귀접힘, 귀끝 갈색, 코갈색, 눈물자국, 겁있음, 입질 안, 만지는건 허용, 꼬리단미안됨, 털상태 불량",경기도 양주시,"털상태불량, 친화적, 꼬리단미X, 겁O, 귀접힘, 입질O"
믹스,믹스,Ivory,2023.01,0.2,1.3,http://www.animal.go.kr/files/shelter/2023/01/202303061103624[3].jpg,N,M,N,"쪼꼬미6남매생일1, 17, 엄마소형발발이포획중, 한 푸른빛의 눈, 짝 웨이브진 중단모, 몽환적인 분위기",경상북도 포항시,
믹스,믹스,"Beige, White",2020.01,3.1,9.0,http://www.animal.go.kr/files/shelter/2023/01/20230225140227.jpg,N,F,U,"코주황, 겁많음, 경계, 입질, 달래면 만지는것까진가능, 우측 눈밑 털 빠짐약간, 꼬리단미안됨, 털상태",경기도 양주시,"털빠짐O, 친화적, 겁O, 털상태미상, 꼬리단미O, 입질O, 경계"
믹스,믹스,"Beige, White",2021.01,2.1,14.0,http://www.animal.go.kr/files/shelter/2023/01/202302231702774.jpg,N,M,Y,"콧등탈모, 겁있음, 경계함, 입질없음, 좌후지발목주위피부상처, 꼬리단미안됨, 털상태, 좌후지상처, 염증",경기도 양주시,"염증, 상처, 겁O, 털상태미상, 꼬리단미O, 입질O, 피부질환, 경계"
믹스,믹스,White,2023.01,0.1,8.5,http://www.animal.go.kr/files/shelter/2023/01/202302221702492.jpg,N,M,N,"귀접힘, 코팥죽색검정, 도깨비바늘 오염, 털 풍성함, 겁있음, 만지는건 가능, 꼬리단미안됨, 털상태불량",경기도 양주시,"풍성한털, 친화적, 꼬리단미X, 도깨비풀붙음, 겁O, 귀접힘, 털상태미상"
믹스,믹스,"Beige, Black, White",2022.01,1.1,7.4,http://www.animal.go.kr/files/shelter/2023/01/202302060902450.jpg,N,M,N,"목줄 착용, CPV음성01, 31, CDV음성01, 31, 종합백신01, 31, 광견병 백신01, 31",충청남도 논산시,"광견병백신접종, 종합백신접종, 건강"
믹스,믹스,White,2023.01,0.1,0.3,http://www.animal.go.kr/files/shelter/2023/01/202302011902641.jpg,N,F,N,"신고인의 개집에 유기견이 들어와 새끼를 낳음, 어미는 추위에 새끼들을 지키기 위해 그랬을 겁니다, ㅜㅜ",전라남도 장성군,"유기, 추위, 지키기, 새끼"
믹스,믹스,White,2023.01,0.1,0.3,http://www.animal.go.kr/files/shelter/2023/01/202302011802819.jpg,N,F,N,"신고인의 개집에 유기견이 들어와 새끼를 낳음, 어미는 추위에 새끼들을 지키기 위해 그랬을 겁니다, ㅜㅜ",전라남도 장성군,"유기, 추위, 지키기, 새끼"
믹스,믹스,Brown,2023.01,0.1,0.3,http://www.animal.go.kr/files/shelter/2023/01/20230201180255.jpg,N,F,N,"신고인의 개집에 유기견이 들어와 새끼를 낳음, 어미는 추위에 새끼들을 지키기 위해 그랬을 겁니다, ㅜㅜ",전라남도 장성군,"유기, 추위, 지키기, 새끼"
믹스,믹스,White,2023.01,0.1,0.3,http://www.animal.go.kr/files/shelter/2023/01/202302011802294.jpg,N,F,N,"신고인의 개집에 유기견이 들어와 새끼를 낳음, 어미는 추위에 새끼들을 지키기 위해 그랬을 겁니다, ㅜㅜ",전라남도 장성군,"유기, 추위, 지키기, 새끼"
믹스,믹스,White,2023.01,0.1,0.3,http://www.animal.go.kr/files/shelter/2023/01/202302011802254.jpg,N,M,N,"신고인의 개집에 유기견이 들어와 새끼를 낳음, 어미는 추위에 새끼들을 지키기 위해 그랬을 겁니다, ㅜㅜ",전라남도 장성군,"유기, 추위, 지키기, 새끼"
믹스,믹스,White,2020.01,3.1,15.0,http://www.animal.go.kr/files/shelter/2023/01/202302011502478.jpg,N,F,N,"신고인의 개집에 유기견이 들어와 새끼를 낳음, 어미는 추위에 새끼들을 지키기 위해 그랬을 겁니다, ㅜㅜ",전라남도 장성군,"유기, 추위, 지키기, 새끼"
믹스,믹스,"Brown, White",2020.01,2.6,5.6,http://www.animal.go.kr/files/shelter/2022/07/20220802150831.jpg,N,M,N,"사고, 왼눈위축, 뒷덜미상처, 우전지 파행, 상완골절의심, 우측귀얼굴부위 상처, 염증, 겁, 방어적입질",경기도 양주시,"골절, 전지파행, 교통사고, 염증, 상처, 겁O, 입질O"
믹스,믹스,"Beige, Black",2021.01,1.6,9.0,http://www.animal.go.kr/files/shelter/2022/07/202207251707775.jpg,N,F,U,"시장 안에서 돌아다니고 있었다함, 성격좋고 깨끗하게 관리되어있음, 칩없음, 약간 부정교합, 부드러운 털",경상북도 포항시,"부정교합, 친화적, 털상태양호, 깨끗함, 칩X"
믹스,믹스,White,2020.01,2.5,16.0,http://www.animal.go.kr/files/shelter/2022/07/202207211507306.jpg,N,F,U,"빨간색에 중간 노란색 한줄 있는 목줄, 양귀쫑긋, 코검정, 경계, 예민, 사나움, 꼬리단미안됨, 털때탐",경기도 양주시,"예민, 오염, 사나움, 꼬리단미O, 경계"
믹스,믹스,"Black, Brown, White",2019.01,3.5,7.8,http://www.animal.go.kr/files/shelter/2022/06/202207081507731.jpg,N,F,U,"양귀처짐, 코검정, 전신피부질환, 겁많음, 소심, 사람약간 따름, 진드기오염, 털상태불량, 꼬리단미안됨",경기도 양주시,"소심, 친화적, 오염, 겁O, 털상태미상, 꼬리단미O, 피부질환"
말티즈,말티즈,White,2015.01,7.5,2.7,http://www.animal.go.kr/files/shelter/2022/06/202206211606248.jpg,N,M,Y,"양후지 며느리발톱, 송곳니 치석, 사람따름, 짖음, 활발, 꼬리단미안됨, 털때탐, 양안결막염, 피부질환",경기도 양주시,"짖음, 활발, 결막염, 친화적, 오염, 피부질환"
믹스,믹스,Beige,2022.01,0.5,1.2,http://www.animal.go.kr/files/shelter/2022/05/202206151706817.jpg,N,M,N,"아래로 쳐진 긴 귀, 입술에 숯검댕, 더 어색하게 칠한 눈크림, 이 아이들에게도 새 삶의 기회를 주세요",경상북도 예천군,"검댕, 긴귀"
푸들,푸들,Black,2012.01,10.4,4.5,http://www.animal.go.kr/files/shelter/2022/05/202206081606518.jpg,N,F,U,"코검정, 전신피부질환, 외이염, 약간여윔, 치석, 얌전함, 사람따름, 꼬리단미안됨, 털상태불량, 외이염",경기도 양주시,"털상태불량, 치석, 온순, 여윔, 친화적, 꼬리단미X, 이염, 피부질환"
믹스,믹스,"Brown, White",2019.01,3.4,13.0,http://www.animal.go.kr/files/shelter/2022/05/202205271705245.jpg,N,M,Y,"갈색 가죽목걸이, 양귀끝 짝 처짐, 코갈색, 우후지 잘 못디딤, 발가락부위 상처, 꼬리단미안됨, 털때탐",경기도 양주시,"털털함, 발가락, 우후지"
믹스,믹스,"Black, Brown, White",2020.01,2.3,14.0,http://www.animal.go.kr/files/shelter/2022/05/202205071505436.jpg,N,F,U,"초록바탕 노란줄무늬 목줄, 사슬리드줄, 양귀반접힘, 으르렁댐, 방어적입질 심함, 겁많음, 칩유무확인불가",경기도 양주시,"겁O, 방어적, 칩U"
믹스,믹스,White,2020.01,2.3,15.1,http://www.animal.go.kr/files/shelter/2022/05/202205040805203.jpg,N,F,N,"심장사상충검사:음성, 종합백신접종, 코로나장염접종, 광견병접종, 레볼루션, 프론트라인, 구충제 경구투여",전라남도 순천시,"구충완료, 건강, 광견병백신접종, 코로나장염O, 프론트라인, 종합백신접종"
믹스,믹스,Beige,2021.01,1.5,7.0,http://www.animal.go.kr/files/shelter/2022/04/202207111707638.jpg,N,F,U,"나는 마음으로 세상을 봅니다, 새 가족이 오는 발소리도 들을수 있지요, 그 때가 너무 늦지 않길 바라요",경상북도 예천군,"예민, 신중, 친화적"
믹스,믹스,"Beige, Black",2020.01,2.5,10.0,http://www.animal.go.kr/files/shelter/2022/04/202207041707183.jpg,N,M,Y,"내장칩없음, 미용 털부분만 길게 남겨져있음, 빨간색검정색 목테착용, 소심하고 약간경계있음, 잘생긴블랙탄",경상북도 포항시,"잘생김, 소심, 경계, 미용"
믹스,믹스,"Black, Brown, White",2021.01,1.5,3.0,http://www.animal.go.kr/files/shelter/2022/04/202206291706364.jpg,N,F,U,"양귀쫑긋, 코검정, 부정교합, 발톱긺, 도망다님, 겁많고소심하나사람약간따름, 꼬리단미안됨, 우안결막충혈",경기도 양주시,"소심, 부정교합, 친화적, 충혈, 겁O, 도망다님, 꼬리단미O, 발톱관리필요"
믹스,믹스,"Black, Brown, White",2023.01,0.2,6.5,http://www.animal.go.kr/files/shelter/2023/03/202303181403625.jpg,N,F,U,"귀접힘, 코검정, 콧물, 좌전지피부손상, 상처, 사나움, 입질, 우후지발부근흉터, 꼬리단미안됨, 털상태",경기도 양주시,"흉터, 꼬리단미X, 상처, 사나움, 귀접힘, 콧물, 털상태미상, 입질O, 피부질환"
믹스,믹스,Black,2020.01,2.6,28.0,http://www.animal.go.kr/files/shelter/2022/07/202208051608246.jpg,N,F,U,"양귀처짐, 코검정, 가슴 부분부분 흰털, 사람좋아함, 얌전, 낑낑댐, 호기심많음, 꼬리단미안됨, 털때탐",경기도 양주시,"온순, 친화적, 꼬리단미X, 호기심, 오염, 낑낑댐"
믹스,믹스,"Brown, White",2022.01,0.6,3.9,http://www.animal.go.kr/files/shelter/2022/07/202208051608987.jpg,N,M,N,"양귀반접힘, 코검정, 경계심있으나사람따름, 약간소심한편, 꼬리단미안됨, 털때탐, 눈곱, 콧물, 기력없음",경기도 양주시,"소심, 친화적, 꼬리단미X, 오염, 콧물, 경계, 기력X"
믹스,믹스,"Black, Brown, White",2020.01,2.7,7.2,http://www.animal.go.kr/files/shelter/2022/09/202209211509398[2].jpg,N,F,U,"좌안눈곱심함, 결막염, 좌측코부위화농성염증물배출및코상처, 홍역검사:음성, 겁많음, 소심함, 사람어느따름",경기도 양주시,"결막염, 소심, 친화적, 염증, 겁O"
믹스,믹스,Black,2019.01,3.7,13.5,http://www.animal.go.kr/files/shelter/2022/09/202209191709882.jpg,N,F,N,"종합백신접종, 코로나장염접종, 광견병접종, 데피니트, 스팟라인, 사상충-음성, 새끼수유중수유기간분양불가",전라남도 순천시,"유기, 활발, 건강"
믹스,믹스,"Ivory, White",2020.01,2.7,9.0,http://www.animal.go.kr/files/shelter/2022/09/20220916100905.jpg,N,M,N,"올무에 걸린것으로, X-RAY 촬영결과 족지 및 요척골 절단됨, 응급처치함, 우안구백내장의심, 말라있음",경상북도 경산시,"말라있음, 백내장"
믹스,믹스,Ivory,2021.01,1.7,9.0,http://www.animal.go.kr/files/shelter/2022/09/202209141609872.jpg,N,F,U,"핑크코-황금색 눈-흰톤의 털과 어우러져 매력적인 웰시코기 체형의 소녀, 사람 잘 따르고 안기는거 좋아함",경상북도 포항시,
시츄,시츄,"Black, Brown, White",2012.01,10.7,2.8,http://www.animal.go.kr/files/shelter/2022/08/202208301508559.jpg,N,F,U,"네발털변색, 매우여윔등뼈만져짐, 백내장, 눈곱심함, 치석, 이빨몇개없음, 피부질환, 양슬개골, 양눈위축",경기도 양주시,"치석, 여윔, 이빨부족, 백내장, 슬개골이상, 피부질환, 등뼈만져짐"
푸들,푸들,Brown,2019.01,3.6,5.1,http://www.animal.go.kr/files/shelter/2022/08/202208261308453.jpg,N,M,N,"온순하며 검정색 목띠 착용, 가죽 끈 묶여 있음, 입소전 검사 파보 초기 판정 치료, 종합백신, 광견병",전라남도 여수시,"광견병백신접종, 온순, 파보바이러스O, 종합백신접종, 치료, 가죽끈"
믹스,"포메라니안, 스피츠",Ivory,2019.01,3.6,5.0,http://www.animal.go.kr/files/shelter/2022/08/202208121708569.jpg,N,M,N,"어제 오후시쯤 발견하셨다함, 내장칩없음, 척추골절x-ray다음카페에있음, 온순함, 긴급!찾으러오세요!!",경상북도 포항시,"골절, 온순, 칩X"
믹스,믹스,White,2020.01,2.6,7.6,http://www.animal.go.kr/files/shelter/2022/08/20220812170848.jpg,N,M,N,"주황색목줄, 리드줄, 양귀쫑긋, 코검정, 사람좋아함, 낑낑거림, 활발, 애교있음, 꼬리단미안됨, 털때탐",경기도 양주시,"귀가세워진, 애교, 활발, 친화적, 털이빠짐, 꼬리단미X, 낑낑댐"
요크셔테리어,요크셔테리어,"Brown, White",2016.01,6.6,3.9,http://www.animal.go.kr/files/shelter/2022/08/202208101608818.jpg,N,M,N,"요크셔테리어 혼종, 양귀처짐, 송곳니치석, 얼굴만지면 입질, 낑낑댐, 사람따름, 얌전, 결막염, 외이염",경기도 양주시,"치석, 결막염, 온순, 친화적, 이염, 입질O, 낑낑댐"
믹스,믹스,"Brown, White",2019.01,3.6,11.0,http://www.animal.go.kr/files/shelter/2022/07/202208091108715.jpg,N,M,N,"빨간바탕노랑한줄있는목줄, 양귀처짐, 양후지 며느리발톱, 사람따름, 얌전함, 소심함, 겁있음, 진드기오염",경기도 양주시,"온순, 소심, 친화적, 겁O, 오염"
믹스,믹스,White,2018.01,5.8,9.5,http://www.animal.go.kr/files/shelter/2023/07/202310041510648.jpg,N,M,Y,"코검정, 우측귀쫑긋, 좌측귀접힘, 도깨비풀 붙어있음, 어금니치석, 사람잘따름, 빨간하네스, 전신피부질환",경기도 양주시,"피부질환, 친화적, 귀접힘"
믹스,믹스,"Black, White",2022.01,1.2,8.7,http://www.animal.go.kr/files/shelter/2023/03/202303201503390.jpg,N,M,N,"빨간바탕파란무늬목줄, 귀쫑긋, 코검정, 겁많음, 입질, 머리검정털약간있음, 꼬리단미안됨, 도깨비바늘오염",경기도 양주시,"도깨비풀붙음, 겁O, 꼬리단미O, 입질O, 귀쫑"
믹스,믹스,"Brown, White",2020.01,3.7,19.0,http://www.animal.go.kr/files/shelter/2023/07/202309151609201.jpg,N,M,Y,"때탄 갈색목줄, 왼귀 접힘, 오른귀 쫑긋, 코검정팥죽색, 겁있음, 만지는건 가능, 꼬리단미안됨, 칩있음",경기도 양주시,"칩O, 겁O, 친화적"
믹스,믹스,"Black, White",2017.01,6.7,10.5,http://www.animal.go.kr/files/shelter/2023/07/202309061209238.jpg,N,M,N,"코검정, 가슴부위 흰털, 양안 동공 아랫쪽에 혈액이 고여 있음, 겁있으나 손길 거부 안함, 꼬리단미안됨",경기도 양주시,"출혈, 친화적X, 겁O, 꼬리단미X"
믹스,믹스,"Brown, White",2015.01,8.7,7.5,http://www.animal.go.kr/files/shelter/2023/07/202309051409845[1].jpg,N,F,U,"쇠사슬이달려있는녹색빨간색목줄, 겁매우많음, 만지는건가능, 귀옆으로접힘, 코분홍, 치석심함, 꼬리단미안됨",경기도 양주시,"치석, 친화적, 겁O, 귀접힘, 꼬리단단함"
믹스,믹스,White,2023.01,0.7,2.9,http://www.animal.go.kr/files/shelter/2023/07/202309041509121.jpg,N,F,U,"귀접힘, 테두리 갈색, 코검정, 진드기오염, 배쪽털 젖음, 겁있음, 입질안, 만지는거 허용, 진드기오염",경기도 양주시,"친화적, 겁O, 오염, 귀접힘, 배쪽털젖음, 입질X"
믹스,믹스,Brown,2020.01,3.7,5.4,http://www.animal.go.kr/files/shelter/2023/07/202308281108718.jpg,N,F,N,"종합백신접종, 코로나장염접종, 광견병접종, 데피니트, 스팟라인, 사상충-음성, 다리골절로인한 항생제투여",전라남도 순천시,"활발, 친화적, 건강"
믹스,믹스,Brown,2018.01,5.6,4.0,http://www.animal.go.kr/files/shelter/2023/07/202308221408385.jpg,N,F,U,"귀접힘, 코 고동색, 콧등까짐, 꼬리짧음, 처음엔 경계 및 입질, 한번 만지고나니 입질 안, 진드기오염",경기도 양주시,"입질O, 귀접힘, 오염, 꼬리짧음, 콧등까, 경계"
믹스,믹스,"Black, Brown, White",2022.01,1.6,16.8,http://www.animal.go.kr/files/shelter/2023/07/202308141708870.jpg,N,F,N,"모견과 자견6마리 구조, 녹내장 의심, 좌측송곳니 파절, 홍역·파보·심장음성, 종합·광견병백신8, 14",충청남도 논산시,"심장사상충X, 파절, 광견병백신접종, 파보바이러스O, 홍역O, 녹내장, 종합백신접종"
믹스,믹스,"Brown, White",2013.01,10.6,9.5,http://www.animal.go.kr/files/shelter/2023/07/202308141108109.jpg,N,M,N,"인근 과수원에서 발견, 청색 줄무늬에 붉색 목태 착용, 거동이 불편해하며 복수가 차여있음, 사상충 양성",경상북도 경산시,"심장사상충O, 걸음불편"
푸들,푸들,Brown,2018.01,5.6,3.8,http://www.animal.go.kr/files/shelter/2023/07/202308111508343.jpg,N,F,U,"심한치석, 신고자가 미용 및 목욕, 옷 입힘, 홍역·파보 음성, 심장 양성, 종합·광견병 백신8, 11",충청남도 논산시,"목욕, 치석, 광견병백신접종, 파보바이러스O, 심장질환, 홍역O, 미용, 백신"
믹스,믹스,White,2019.01,4.6,6.5,http://www.animal.go.kr/files/shelter/2023/07/202307311507334.jpg,N,M,Y,"청색목줄, 코팥죽색, 입질, 사나움, 만지는것불가, 중성화한것같으나사납고털엉킴심해판단어려움, 진드기심함",경기도 양주시,"진드기, 털상태불량, 친화적X, 사납, 사나움, 입질O"
올드잉글리쉬쉽독,올드잉글리쉬쉽독,"Gray, White",2015.01,8.6,36.0,http://www.animal.go.kr/files/shelter/2023/07/202307311507147.jpg,N,F,U,"파란 꽈배기 목줄, 우안 사기색, 코검정, 치석, 온순함, 짖음소리 안남, 꼬리단미됨, 털상태, 칩있음",경기도 양주시,"짖음, 치석, 온순, 털상태미상, 꼬리단미O, 칩O"
믹스,믹스,White,2023.01,0.6,0.36,http://www.animal.go.kr/files/shelter/2023/07/202307261607444.jpg,N,M,N,"포유기, 좌옆구리, 우전지상완부, 항문, 항문주위구더기오염, 피부손상, 항문주위피부손상심함, 며느리발톱",경기도 양주시,"피부질환, 발톱관리필요"
믹스,믹스,"Brown, White",2018.01,5.5,13.3,http://www.animal.go.kr/files/shelter/2023/05/202307221507297.jpg,N,F,U,"콧등상처, 귀부분갈색털, 남색목줄쇠사슬리드줄, 진드기, 좌전지팔꿈치부위, 좌후지비절상처흔적, 사람좋아함",경기도 양주시,"진드기, 팔꿈치부위, 친화적, 상처"
믹스,믹스,"Black, Brown, White",2023.01,0.5,2.7,http://www.animal.go.kr/files/shelter/2023/05/202307191507321.jpg,N,M,N,"방울달린파란색목줄, 겁조금있지만온순함, 양눈각막출혈, 우전지요, 척골절, 우후지경, 비골절의심, 진드기",경기도 양주시,"골절, 진드기, 후지경, 온순, 출혈, 겁O"
말티즈,말티즈,White,2013.01,10.5,4.8,http://www.animal.go.kr/files/shelter/2023/05/202307181507510.jpg,N,M,Y,"남색스트라이프나시옷, 온순함, 등부위사마귀, 꼬리끝말려있음, 치석, 꼬리단미안됨, 양눈백내장, 피부질환",경기도 양주시,"치석, 사마귀, 온순, 꼬리단미X, 백내장, 말려있는꼬리, 피부질환"
믹스,믹스,"Beige, White",2019.01,4.7,18.0,http://www.animal.go.kr/files/shelter/2023/07/202309181409578.jpg,N,M,N,"귀쫑긋, 코팥죽색, 부정교합, 오른윗송곳니약간깨짐, 우전지, 오른뺨 대변오염, 약간겁있음, 만지는거가능",경기도 양주시,"부정교합, 송곳니깨짐, 친화적, 겁O, 오염, 우전지"
믹스,믹스,"Brindle, White",2023.01,0.4,5.0,http://www.animal.go.kr/files/shelter/2023/05/202307131507386.jpg,N,F,N,"짧 다리에 각자 개성 넘치는 무늬와 귀를 가지고 있는 아기 댕댕이 6남매, 뚱한 표정이 매력적이에요 !",경상북도 경주시,각자개성
믹스,믹스,Black,2021.01,2.7,11.0,http://www.animal.go.kr/files/shelter/2023/07/202309202109183.jpg,N,F,N,"인근 동네에서 배회하여 구조, 새끼577, 578번와 함께 구조, 피부병모낭충 감염이 심함, 응급처치함",경상북도 경산시,"모낭충, 피부질환, 응급처치"
믹스,믹스,"Beige, White",2020.01,3.9,15.9,http://www.animal.go.kr/files/shelter/2023/07/202311131411118[1].jpg,N,F,U,"귀접힘, 코팥죽색, 왼송곳니끝 마모, 양뺨, 우안부 상처, 유선발달, 배부위 여러군데 상처 심함, 온순",경기도 양주시,"양뺨, 유선발달, 온순, 상처, 귀접힘, 왼송곳니마모"
믹스,믹스,White,2019.01,4.9,16.0,http://www.animal.go.kr/files/shelter/2023/07/202311101111310.jpg,N,F,N,"가평 파출소에서 인수받음, 수치과가평읍 앞 도로변 배회중 발견, 녹색 목걸이, 끊어진 사슬형 목줄 착용",경기도 가평군,친화적X
푸들,푸들,White,2013.01,10.8,5.0,http://www.animal.go.kr/files/shelter/2023/07/20231030151091.jpg,N,F,U,"코검정, 눈물자국, 짖는소리 쉰소리남, 우측 허벅지부위 탈모, 치석, 꼬리단미됨, 털상태오염, 피부질환",경기도 양주시,"짖음, 치석, 탈모, 오염, 입질O, 피부질환, 무두운"
믹스,믹스,"Brown, White",2018.01,5.8,6.0,http://www.animal.go.kr/files/shelter/2023/07/202310211510395.jpg,N,M,N,"눈주위상처, 좌안, 오른입술상처, 도깨비바늘 오염, 미용됨, 몸떪, 기립불능, 왼가슴쓸린상처, 단미안됨",경기도 양주시,"기립불능, 꼬리단미X, 긴장, 상처, 미용"
믹스,믹스,"Beige, White",2016.01,7.8,19.0,http://www.animal.go.kr/files/shelter/2023/07/202310191510300.jpg,N,F,U,"등쪽 피부질환, 목걸이 자국있음, 양후지, 보행이 부자스러움, 경계, 만지는거 불가능, 심장사상충 양성",경기도 양주시,"심장사상충O, 양후지, 친화적X, 보행부자스러움, 피부질환, 경계"
믹스,믹스,"Beige, Brown",2021.01,2.8,14.0,http://www.animal.go.kr/files/shelter/2023/07/202310181510209.jpg,N,M,N,"녹색바탕에동물그림그려진목걸이, 코팥죽색, 귀옆으로접힘, 우후지흉터, 겁있으나만지는건가능함, 꼬리단미안됨",경기도 양주시,"겁O, 귀접힘, 친화적, 꼬리단미X"
믹스,믹스,White,2013.01,10.8,14.5,http://www.animal.go.kr/files/shelter/2023/07/20231017151054[1].jpg,N,M,N,"초록바탕 파란줄 목줄, 양위송곳니, 윗앞니하나, 왼아래송곳니, 어금니만 있음, 온순, 진드기, 피부질환",경기도 양주시,"양위송곳니, 진드기, 온순, 윗앞니, 왼아래송곳니, 피부질환"
믹스,믹스,"Black, White",2022.01,1.8,13.0,http://www.animal.go.kr/files/shelter/2023/07/202310111410126.jpg,N,F,N,"복장리 펜션귀족 단지 앞 도로변 에서 발견, 가슴에 흰털, 녹색 목걸이 착용, 목줄X, 같이 발견2마리",경기도 가평군,
믹스,믹스,"Brown, White",2022.01,1.8,7.6,http://www.animal.go.kr/files/shelter/2023/07/202310071310195.jpg,N,M,N,"란 바탕에노란줄무늬2개목걸이검정케이블타이로고정됨, 귀반접힘, 눈곱, 눈물자국, 사람잘따름, 꼬리단미안됨",경기도 양주시,
믹스,믹스,"Black, Brown",2023.01,0.8,2.0,http://www.animal.go.kr/files/shelter/2023/07/202310051410584.jpg,N,M,N,"귀접힘, 코검정, 귀, 입가, 발끝 검털, 목에빨간노끈, 활발, 사람손길 좋아함, 꼬리단미안됨, 털상태",경기도 양주시,"활발, 친화적, 꼬리단미X, 귀접힘, 털상태미상, 발끝검털"
믹스,믹스,Ivory,2023.01,0.8,2.0,http://www.animal.go.kr/files/shelter/2023/07/20231004171086.jpg,N,M,N,"5남매, 곰팡이피부병, 아빠가 대형견인지 제법 큼, 뽀얀털에 여우처럼 쫑긋한 귀, 남매중 가장 작 눈!",경상북도 포항시,"털상태미상, 대형견, 피부질환"
믹스,믹스,"Beige, Gray, White",2021.01,1.5,7.0,http://www.animal.go.kr/files/shelter/2022/04/202206231606542.jpg,N,F,U,"아래턱 유치, 신고자 가정미용해주심, 왼쪽다리 까진 상처, 오른쪽 다리 불편병원확인필요, 엄청엄청 소심",경상북도 포항시,"신경질환, 병원확인필요, 불편함, 소심, 상처"
믹스,믹스,"Brown, White",2021.01,2.5,14.0,http://www.animal.go.kr/files/shelter/2023/05/202307131407349[1].jpg,N,F,U,"귀좌측쫑긋, 우측옆으로접힘, 좌측가슴부위피부상처, 진드기오염, 코검정, 유선발달, 겁많음, 꼬리단미안됨",경기도 양주시,"유선발달, 겁O, 오염, 꼬리단미O, 피부질환"
믹스,믹스,"Brown, White",2021.01,2.2,10.7,http://www.animal.go.kr/files/shelter/2023/03/202303211603473.jpg,N,F,U,"귀접힘, 코팥죽색, 눈물자국, 겁있음, 이빨 짝 드러냄, 달래서 만지는건 허용함, 꼬리단미안됨, 털때탐",경기도 양주시,"친화적, 이빨드러냄, 꼬리단미X, 겁O, 귀접힘, 오염"
믹스,믹스,"Black, Brown, White",2020.01,3.4,8.8,http://www.animal.go.kr/files/shelter/2023/05/202305231605696[1].jpg,N,F,U,"빨간바탕쇠징박힌목걸이, 귀접힘, 눈곱, 코검정, 코주변검반점, 활발, 사람잘따름, 꼬리단미안됨, 털상태",경기도 양주시,"활발, 귀찮음, 친화적, 코주변검반점, 꼬리단미X, 털상태미상"
믹스,믹스,"Beige, White",2023.01,0.4,2.0,http://www.animal.go.kr/files/shelter/2023/05/202305221505614.jpg,N,M,N,"저체온, 기립불능, 입안구더기, 몸통 상처 및 구더기오염, 코검정, 기력없음, 꼬리단미안됨, 털상태불량",경기도 양주시,"기립불능, 구더기, 상처, 오염, 털상태미상, 꼬리단미O, 저체온, 기력X"
믹스,믹스,"Black, Brown",2023.01,0.4,4.3,http://www.animal.go.kr/files/shelter/2023/05/202305171405805.jpg,N,M,N,"우안안검부종, 안구손상의심, 전신피부질환, 탈모, 겁있으나 만지는것가능, 꼬리단미안됨, 우안눈꺼풀눈찌름",경기도 양주시,"안구손상, 부종, 탈모, 겁O, 입질O, 피부질환"
믹스,믹스,White,2019.01,4.4,13.3,http://www.animal.go.kr/files/shelter/2023/05/202305131505776.jpg,N,M,N,"경계, 겁있으나만질순있음, 꼬리단미안됨, 털때탐, 올무에허리가걸림, 등쪽올무가파고들어감, 복부쪽상처심함",경기도 양주시,"털상태불량, 신중, 올무에걸림, 등쪽올무파고들어감, 꼬리단미X, 상처, 겁O"
믹스,믹스,"Black, Brown, White",2019.01,4.4,25.0,http://www.animal.go.kr/files/shelter/2023/05/202305131505507.jpg,N,F,U,"귀왼쪽쫑긋, 오른쪽반접힘, 눈곱, 임신, 양윗송곳니짝마모, 콧등짝피부질환, 사나움, 입질, 꼬리단미안됨",경기도 양주시,"임신, 윗송곳니짝마모, 귀접힘, 사나움, 꼬리단미O, 입질O, 피부질환"
믹스,믹스,"Beige, Ivory",2021.01,2.3,13.0,http://www.animal.go.kr/files/shelter/2023/05/202305081705436.jpg,N,F,N,"5남매의 엄마, 사교성 좋 가운 성격, 크고 또렷한 눈매와 샤프한 턱선, 쫑긋한 귀가 여우스러운 왕비님",경상북도 포항시,"친화적, 턱선"
믹스,믹스,"Beige, White",2022.01,1.3,6.4,http://www.animal.go.kr/files/shelter/2023/05/202305081705401.jpg,N,F,N,"5남매의 대 둘째딸, 주변에서 사고를 당했다고 들음, 뒷다리를 절며 앞다리에도 힘이 없어 보행이 어려움",경상북도 포항시,"절뚝거림, 보행어려움"
믹스,믹스,"Beige, White",2021.01,2.3,8.3,http://www.animal.go.kr/files/shelter/2023/05/20230508150557.jpg,N,F,N,"5자매 엄마, 아주 의젓, 사람을 잘 따르고 많음, 땡땡이 양말 발무늬가 초귀여움!고생했어!!입양가자!",경상북도 포항시,"온순, 신중, 친화적"
